adresse;name;signatur
0x0053b3e0;UpgradeMapUnitsTo_UnknownVersion1;void UpgradeMapUnitsTo_UnknownVersion1(void)
0x0053b4f0;UpgradeMapUnitsAttackTileLogicTo_122;void UpgradeMapUnitsAttackTileLogicTo_122(void)
0x0053b530;UpgradeMapUnitsTo_130;void UpgradeMapUnitsTo_130(void)
0x0053b570;UpgradeMapUnitsTo_149;void UpgradeMapUnitsTo_149(void)
0x0053b5a0;UpgradeMapUnitsTo_154;void UpgradeMapUnitsTo_154(void)
0x0053b5e0;UpgradeMapUnitsTo_155;void UpgradeMapUnitsTo_155(void)
0x0053b610;UpgradeMapUnitsLordHealthTo_169;void UpgradeMapUnitsLordHealthTo_169(void)
0x0053b800;UpgradeMapUnitsTo_170;void UpgradeMapUnitsTo_170(void)
0x0053b8b0;constructUnitsState;UnitsState * constructUnitsState(UnitsState * this)
0x0053b8e0;setUnitValues;void setUnitValues(UnitsState * this, int unitID, UnitType unitType)
0x0053bb10;commitPendingUnitPosition;void commitPendingUnitPosition(UnitsState * this, int unitID)
0x0053bb70;setupUnitSharingCurrentTilePosition;void setupUnitSharingCurrentTilePosition(UnitsState * this, int unitID)
0x0053bb90;teleportUnitToUnitXAndY;void teleportUnitToUnitXAndY(UnitsState * this, int unitID)
0x0053bc20;UpdateBurningMan;void UpdateBurningMan(void)
0x0053be00;UpdateCamel;void UpdateCamel(void)
0x0053c300;UpdateShield;void UpdateShield(void)
0x0053cac0;ConsiderTakingABreakUnk;BOOLEnum ConsiderTakingABreakUnk(int unitID)
0x0053cae0;getEnemyUnitIDNearby;int getEnemyUnitIDNearby(UnitsState * this, int unitID, int tileUnk, int unitHeight)
0x0053cbd0;prepareProjectileTarget;int prepareProjectileTarget(UnitsState * this, int shooterID, int targetID, int param_3)
0x0053d030;harassBuildingsWithSiegeAI;undefined4 harassBuildingsWithSiegeAI(UnitsState * this, int unitID)
0x0053d3d0;setDestinationForUnit;BOOLEnum setDestinationForUnit(UnitsState * this, int unitID, uint x, uint y, int reusePathingInfo)
0x0053d850;resumeMovementAfterInterruption;void resumeMovementAfterInterruption(UnitsState * this, int unitID)
0x0053d900;exitLadder;void exitLadder(UnitsState * this, int unitID)
0x0053d9c0;getUnitInHitBox;uint getUnitInHitBox(UnitsState * this, undefined4 param_1)
0x0053dcc0;setDestinationNearTargetedBuilding;undefined4 setDestinationNearTargetedBuilding(UnitsState * this, int unitID, int param_2)
0x0053ddd0;selectWorkerSpeechOrMoraleStateID;int selectWorkerSpeechOrMoraleStateID(UnitsState * this, int unitID)
0x0053e390;upgradeMapFormatForUnits;void upgradeMapFormatForUnits(UnitsState * this, PackagedFileMagicNum receivedMapVersion, PackagedFileMagicNum packagerMapVersion)
0x0053e440;spawnUnit;int spawnUnit(UnitsState * this, int playerID, int displayColor, int microXPosition, int microYPosition, int terrainHeight, UnitType unitType)
0x0053e6c0;changeUnitType;int changeUnitType(UnitsState * this, int unitID)
0x0053e790;deleteUnit;void deleteUnit(UnitsState * this, uint unitID)
0x0053e820;commitUnitLocation;void commitUnitLocation(UnitsState * this, int unitID)
0x0053e870;resetUnitMovementState;void resetUnitMovementState(UnitsState * this, int unitID)
0x0053e8d0;clearHiddenFlagAndUpdatePosition;void clearHiddenFlagAndUpdatePosition(UnitsState * this, int unitID)
0x0053e900;setPositionOfUnit;void setPositionOfUnit(UnitsState * this, int unitID, uint x, uint y, undefined4 height)
0x0053e9f0;commitMimmicLocation;void commitMimmicLocation(UnitsState * this, int unitID)
0x0053eaa0;UpdatePeasant;void UpdatePeasant(void)
0x0053f940;UpdateOx;void UpdateOx(void)
0x00540040;ifOnADefensiveStructureSetDestinationInDirectionOfTarget;BOOLEnum ifOnADefensiveStructureSetDestinationInDirectionOfTarget(UnitsState * this, int unitID)
0x005401d0;UpdateMiner;void UpdateMiner(void)
0x00540440;UpdateHealer;void UpdateHealer(void)
0x00540ec0;UpdateInnkeeper;void UpdateInnkeeper(void)
0x005416b0;UpdateMerchant;void UpdateMerchant(void)
0x00541a30;UpdateMerchantHorse;void UpdateMerchantHorse(void)
0x00541de0;UpdateDeer;void UpdateDeer(void)
0x00542630;UpdateRabbit;void UpdateRabbit(void)
0x00542d10;UpdateCow;void UpdateCow(void)
0x00543340;UpdateFireWatch;void UpdateFireWatch(void)
0x00543b80;UpdateGhost;void UpdateGhost(void)
0x00543dc0;UpdateLady;void UpdateLady(void)
0x00544750;UpdateSiegeTower;void UpdateSiegeTower(void)
0x005459b0;UpdateBatteringRam;void UpdateBatteringRam(void)
0x005464f0;UpdateChicken;void UpdateChicken(void)
0x00546bc0;UpdateMother;void UpdateMother(void)
0x005477c0;UpdateChild;void UpdateChild(void)
0x00549090;UpdateJuggler;void UpdateJuggler(void)
0x00549650;UpdateFireEater;void UpdateFireEater(void)
0x00549b30;SetRestingForUnit;undefined4 SetRestingForUnit(int unitID)
0x00549c70;processMeleeInitiation;void processMeleeInitiation(UnitsState * this, int unitID)
0x0054a770;resumeMovementIfNoAttackTarget;void resumeMovementIfNoAttackTarget(UnitsState * this, int param_1)
0x0054a7b0;findNearestEnemyAndHeadTowardsIt;dword findNearestEnemyAndHeadTowardsIt(UnitsState * this, int unitID)
0x0054b0d0;acquireShootTarget;BOOLEnum acquireShootTarget(UnitsState * this, short * unitID)
0x0054bfc0;updateClimbing;BOOLEnum updateClimbing(UnitsState * this, int unitID)
0x0054c1c0;unitClimbing;void unitClimbing(UnitsState * this, int param_1)
0x0054c4f0;handleUnitMovementWhenTargetingBuildings;int handleUnitMovementWhenTargetingBuildings(UnitsState * this, int unitID)
0x0054c610;moveToFreeTileNearby;BOOLEnum moveToFreeTileNearby(UnitsState * this, int unitID)
0x0054c710;UpdateWoodcutter;BOOLEnum UpdateWoodcutter(void)
0x0054d8f0;UpdateFletcher;void UpdateFletcher(void)
0x0054e6c0;UpdateTunneler;void UpdateTunneler(void)
0x0054f860;UpdateHunter;void UpdateHunter(void)
0x00550a50;UpdateQuarryMason;void UpdateQuarryMason(void)
0x00550d70;UpdateQuarryWorker;void UpdateQuarryWorker(void)
0x00551980;UpdatePitchman;void UpdatePitchman(void)
0x005521d0;UpdateWheatFarmer;void UpdateWheatFarmer(void)
0x00552f80;UpdateHopsFarmer;void UpdateHopsFarmer(void)
0x00553ae0;UpdateAppleFarmer;void UpdateAppleFarmer(void)
0x00554500;UpdateDairyFarmer;void UpdateDairyFarmer(void)
0x00554cc0;UpdateMiller;void UpdateMiller(void)
0x00555880;UpdateBaker;void UpdateBaker(void)
0x005565d0;UpdateBrewer;void UpdateBrewer(void)
0x00557230;UpdatePoleTurner;void UpdatePoleTurner(void)
0x00557f70;UpdateBlacksmith;void UpdateBlacksmith(void)
0x00558cb0;UpdateArmorer;void UpdateArmorer(void)
0x005598d0;UpdateTanner;void UpdateTanner(void)
0x0055a800;UpdateCrusaderArcher;void UpdateCrusaderArcher(void)
0x0055c7b0;UpdateCrossbowman;void UpdateCrossbowman(void)
0x0055da50;UpdateSpearman;void UpdateSpearman(void)
0x0055f110;UpdatePikeman;void UpdatePikeman(void)
0x00560700;UpdateMaceman;void UpdateMaceman(void)
0x00561c10;UpdateSwordsman;void UpdateSwordsman(void)
0x00562aa0;UpdateKnight;void UpdateKnight(void)
0x00563910;UpdateLadderman;void UpdateLadderman(void)
0x00564250;UpdateEngineer;void UpdateEngineer(void)
0x00566010;UpdateMinerIronFetcher;void UpdateMinerIronFetcher(void)
0x00566750;UpdatePriest;void UpdatePriest(void)
0x00567320;UpdateDrunkard;void UpdateDrunkard(void)
0x00567640;UpdateMonk;void UpdateMonk(void)
0x00568320;UpdateCatapult;void UpdateCatapult(void)
0x00569410;UpdateTrebuchet;void UpdateTrebuchet(void)
0x0056a3f0;UpdateMangonel;void UpdateMangonel(void)
0x0056b0e0;UpdateLion;void UpdateLion(void)
0x0056b970;UpdateHunterDog;void UpdateHunterDog(void)
0x0056c560;UpdateLord;void UpdateLord(void)
0x0056e190;UpdateJester;void UpdateJester(void)
0x0056ecd0;UpdateBallista;void UpdateBallista(void)
0x0056f9b0;UpdateCageDog;void UpdateCageDog(void)
0x00570400;UpdateArabianArcher;void UpdateArabianArcher(void)
0x00571c00;UpdateSlave;void UpdateSlave(void)
0x00572e80;UpdateSlinger;void UpdateSlinger(void)
0x005744d0;UpdateAssassin;void UpdateAssassin(void)
0x00575820;HorseArcher_DoShooting;void HorseArcher_DoShooting(short * unitID)
0x00575c40;UpdateArabianSwordsman;void UpdateArabianSwordsman(void)
0x005769f0;UpdateFireThrower;void UpdateFireThrower(void)
0x00577cc0;UpdateFireBallista;void UpdateFireBallista(void)
0x00578c40;processUnitMove;undefined4 processUnitMove(UnitsState * this, int unitID, int speedCategory)
0x00579300;updateUnits;void updateUnits(UnitsState * this)
0x0057ab50;UpdateHorseArcher;void UpdateHorseArcher(void)
0x0057b9c0;PlayJokeVideoBasedOnCurrentTimeAndPlayTime;void PlayJokeVideoBasedOnCurrentTimeAndPlayTime(void)
0x0057be10;WinMain;int WinMain(HINSTANCE hInstance, HINSTANCE hPrevInstance, LPSTR lpCmdLine, int nShowCmd)
0x0057c815;WideCharToMultiByteThunk;int WideCharToMultiByteThunk(UINT CodePage, DWORD dwFlags, LPCWSTR lpWideCharStr, int cchWideChar, LPSTR lpMultiByteStr, int cbMultiByte, LPCSTR lpDefaultChar, LPBOOL lpUsedDefaultChar)
0x0057c83a;MultiByteToWideCharThunk;int MultiByteToWideCharThunk(UINT CodePage, DWORD dwFlags, LPCSTR lpMultiByteStr, int cbMultiByte, LPWSTR lpWideCharStr, int cchWideChar)
0x0057c85f;GetProcAddress_kernel32_Thunk;FARPROC GetProcAddress_kernel32_Thunk(HMODULE hModule, LPCSTR lpProcName)
0x0057c884;SetWindowLongA_user32_Thunk;LONG SetWindowLongA_user32_Thunk(HWND hWnd, int nIndex, LONG dwNewLong)
0x0057c8a9;GetShortPathNameW_kernel32_Thunk;DWORD GetShortPathNameW_kernel32_Thunk(LPCWSTR lpszLongPath, LPWSTR lpszShortPath, DWORD cchBuffer)
0x0057c8ce;_GetOrdinal@20;undefined2 _GetOrdinal@20(byte * param_1, int param_2, int param_3, int param_4, int param_5)
0x0057c94b;_ImageEntryToDataC@12;int _ImageEntryToDataC@12(int param_1, ushort param_2, undefined4 * param_3)
0x0057c987;_strcmpiC@8;int _strcmpiC@8(PCNZCH param_1, PCNZCH param_2)
0x0057c9ae;_strncpyC@12;undefined4 * _strncpyC@12(undefined4 * param_1, char * param_2, int param_3)
0x0057c9f0;_GetProcAddressInternal@8;uint _GetProcAddressInternal@8(int param_1, byte * param_2)
0x0057ca56;_driveandpathC@12;void _driveandpathC@12(char * param_1, undefined4 * param_2, undefined4 * param_3)
0x0057caf3;checkLocationOfUnicowsDLL;void checkLocationOfUnicowsDLL(void)
0x0057ccc0;ResolveThunk;void ResolveThunk(char * dllName, char * funcName, long * ptrToFuncAddress, int param_4, void * param_5)
0x0057ce07;FUN_0057ce07;undefined4 FUN_0057ce07(void)
0x0057ce15;FUN_0057ce15;undefined4 FUN_0057ce15(void)
0x0057ce22;FID_conflict:_GodotFaillstrcatW@8;undefined4 FID_conflict:_GodotFaillstrcatW@8(void)
0x0057ce52;FUN_0057ce52;undefined4 FUN_0057ce52(void)
0x0057ce5d;FUN_0057ce5d;undefined4 FUN_0057ce5d(void)
0x0057ce6a;_GodotFailGetProcAddress@8;uint _GodotFailGetProcAddress@8(int param_1, byte * param_2)
0x0057cea9;FUN_0057cea9;undefined4 FUN_0057cea9(void)
0x0057ceb6;FID_conflict:_GodotFailIsWindowUnicode@4;undefined4 FID_conflict:_GodotFailIsWindowUnicode@4(void)
0x0057cee6;FUN_0057cee6;undefined4 FUN_0057cee6(void)
0x0057cef3;_GodotFailMultiByteToWideChar@24;undefined4 _GodotFailMultiByteToWideChar@24(void)
0x0057cf23;FID_conflict:_GodotFailWideCharToMultiByte@32;undefined4 FID_conflict:_GodotFailWideCharToMultiByte@32(void)
0x0057cf53;FUN_0057cf53;undefined4 FUN_0057cf53(void)
0x0057cf60;FID_conflict:_GodotFailFindResourceW@12;undefined4 FID_conflict:_GodotFailFindResourceW@12(void)
0x0057cf90;WSACleanup;int WSACleanup(void)
0x0057cf96;gethostbyname;hostent * gethostbyname(char * name)
0x0057cf9c;gethostname;int gethostname(char * name, int namelen)
0x0057cfa2;WSAStartup;int WSAStartup(WORD wVersionRequired, LPWSADATA lpWSAData)
0x0057cfa8;DirectDrawCreate;HRESULT DirectDrawCreate(GUID * lpGUID, IDirectDraw * * lplpDD, IUnknown * pUnkOuter)
0x0057cfae;DirectPlayCreate;int DirectPlayCreate(undefined * param_1, int * * param_2, int param_3)
0x0057cfc0;pkware_crc32;uint pkware_crc32(undefined * buf, int * length, uint * old_crc)
0x0057d000;pkware_implode;uint pkware_implode(read_buf * read_buf, write_buf * write_buf, TCmpStruct * work_buf, void * param, uint * type, uint * dsize)
0x0057d1a0;pkware_FUN_0057d1a0;void pkware_FUN_0057d1a0(uint * param_1)
0x0057d520;pkware_FUN_0057d520;int pkware_FUN_0057d520(byte * * param_1, byte * param_2)
0x0057d860;pkware_FUN_0057d860;void pkware_FUN_0057d860(int param_1, uint param_2, uint param_3)
0x0057d8f0;pkware_FUN_0057d8f0;void pkware_FUN_0057d8f0(uint * param_1, byte param_2, uint param_3)
0x0057d960;pkware_FUN_0057d960;void pkware_FUN_0057d960(int param_1)
0x0057d9e0;pkware_FUN_0057d9e0;void pkware_FUN_0057d9e0(int param_1, byte * param_2, byte * param_3)
0x0057daa0;pkware_explode;int pkware_explode(_func_3 * read_buf, _func_4 * write_buf, TDcmpStruct * work_buf, void * param)
0x0057dc20;pkware_FUN_0057dc20;uint pkware_FUN_0057dc20(int param_1)
0x0057dd20;pkware_FUN_0057dd20;uint pkware_FUN_0057dd20(int param_1)
0x0057ded0;pkware_FUN_0057ded0;int pkware_FUN_0057ded0(int param_1, int param_2)
0x0057df50;pkware_FUN_0057df50;undefined4 pkware_FUN_0057df50(int param_1, uint param_2)
0x0057dfe0;pkware_FUN_0057dfe0;void pkware_FUN_0057dfe0(int param_1, int param_2, int param_3, int param_4)
0x0057e020;pkware_FUN_0057e020;void pkware_FUN_0057e020(int param_1)
0x0057e120;pkware_FUN_0057e120;void pkware_FUN_0057e120(undefined4 * param_1, undefined4 * param_2, uint param_3)
0x0057e158;AIL_shutdown;void AIL_shutdown(void)
0x0057e160;RegisterMilesAILShutdown;int RegisterMilesAILShutdown(void)
0x0057e170;AIL_shutdown;void AIL_shutdown(void)
0x0057e180;__Tolower;int __Tolower(int param_1, _Ctypevec * param_2)
0x0057e28f;__Getctype;_Ctypevec * __Getctype(_Ctypevec * __return_storage_ptr__)
0x0057e2ea;_Init_locks;_Init_locks * _Init_locks(_Init_locks * this)
0x0057e319;_DestructorHelper_FUN_0057e319;void _DestructorHelper_FUN_0057e319(void)
0x0057e342;_Lockit;_Lockit * _Lockit(_Lockit * this, int param_1)
0x0057e363;meth_0x57e363;void meth_0x57e363(_Lockit * this)
0x0057e375;~_Fac_node;void ~_Fac_node(_Fac_node * this)
0x0057e38a;__Deletegloballocale;void __Deletegloballocale(cls_0x4676e0 * * param_1)
0x0057e3a6;_tidy_global;void _tidy_global(void)
0x0057e3d0;FUN_0057e3d0;undefined4 FUN_0057e3d0(void)
0x0057e3d6;_Setgloballocale;void _Setgloballocale(void * param_1)
0x0057e3fb;_Locimp_dtor;void _Locimp_dtor(_Locimp * param_1)
0x0057e45b;__Fac_tidy;void __Fac_tidy(void)
0x0057e49e;facet_Register;void facet_Register(facet * param_1)
0x0057e4d7;_Locinfo_dtor;void _Locinfo_dtor(_Locinfo * param_1)
0x0057e4fa;_Locimp;_Locimp * _Locimp(_Locimp * this, bool param_1)
0x0057e543;~_Locimp;void ~_Locimp(_Locimp * this)
0x0057e580;virt_meth_0x57e580;_Locimp * virt_meth_0x57e580(_Locimp * this)
0x0057e59c;_Init;_Locimp * _Init(void)
0x0057e636;_Locinfo_ctor;void _Locinfo_ctor(_Locinfo * param_1, char * param_2)
0x0057e680;_Callfns;void _Callfns(ios_base * this, event event)
0x0057e6a2;_Tidy;void _Tidy(ios_base * basePtr)
0x0057e6e8;_Ios_base_dtor;void _Ios_base_dtor(ios_base * ios_base)
0x0057e726;_Lockit;_Lockit * _Lockit(_Lockit * this)
0x0057e73e;FUN_0057e73e;undefined FUN_0057e73e(void)
0x0057e753;acquireLock;void acquireLock(LockClass1 * this)
0x0057e75c;releaseLock;void releaseLock(LockClass1 * this)
0x0057e765;logic_error;logic_error * logic_error(logic_error * this, basic_string<char,struct_std::char_traits<char>,class_std::allocator<char>_> * param_1)
0x0057e79a;virt_meth_0x57e79a;dword * virt_meth_0x57e79a(logic_error * this)
0x0057e7a8;FID_conflict:~runtime_error;void FID_conflict:~runtime_error(void * this)
0x0057e7c5;virt_meth_0x57e7c5;logic_error * virt_meth_0x57e7c5(logic_error * this)
0x0057e7e1;unwindMethod_0x57e7e1;void unwindMethod_0x57e7e1(undefined4 * param_1)
0x0057e7ec;`scalar_deleting_destructor';length_error * `scalar_deleting_destructor'(void * this)
0x0057e80e;unwindMethod_0x57e80e;void unwindMethod_0x57e80e(undefined4 * param_1)
0x0057e819;`scalar_deleting_destructor';logic_error * `scalar_deleting_destructor'(void * this)
0x0057e83b;RaiseStringTooLongException;void RaiseStringTooLongException(void)
0x0057e87a;ctor_0x57e87a;exception * ctor_0x57e87a(exception * param_1_00, exception * param_2)
0x0057e8b4;ctor_0x57e8b4;exception * ctor_0x57e8b4(exception * param_1_00, exception * param_2)
0x0057e8cc;RaiseInvalidStringException;void RaiseInvalidStringException(void)
0x0057e90b;FUN_0057e90b;exception * FUN_0057e90b(void * this, exception * param_1)
0x0057e923;__Toupper;int __Toupper(int param_1, _Ctypevec * param_2)
0x0057ea37;_Xfsopen;_iobuf * _Xfsopen(wchar_t * param_1, wchar_t * param_2, int param_3)
0x0057eaec;_Fiopen;_iobuf * _Fiopen(wchar_t * param_1, int param_2, int param_3)
0x0057eba1;_Fiopen;_iobuf * _Fiopen(char * param_1, int param_2, int param_3)
0x0057ebfc;thunk_FUN_00586363;bool thunk_FUN_00586363(void)
0x0057ec01;FUN_0057ec01;void FUN_0057ec01(LPCRITICAL_SECTION param_1)
0x0057ec0c;FUN_0057ec0c;void FUN_0057ec0c(LPCRITICAL_SECTION param_1)
0x0057ec17;EnterCriticalSection_2;void EnterCriticalSection_2(LPCRITICAL_SECTION lpCriticalSection)
0x0057ec22;LeaveCriticalSection_2;void LeaveCriticalSection_2(LPCRITICAL_SECTION lpCriticalSection)
0x0057ec2d;_Atexit;void _Atexit(FuncDef1 * param_1)
0x0057ec4d;thunk_FUN_0057ec67;void thunk_FUN_0057ec67(void)
0x0057ec67;FUN_0057ec67;void FUN_0057ec67(void)
0x0057ec72;__init_pointers_FUN_0057ec72;void __init_pointers_FUN_0057ec72(void)
0x0057ec73;__cfltcvt_init;void __cfltcvt_init(void)
0x0057ecd3;__fpmath;void __fpmath(int param_1)
0x0057ecf1;__isnan;int __isnan(double _X)
0x0057ed20;__ftol2;int __ftol2(float10 param)
0x0057ee10;_math_atan_FUN_0057ee10;float10 _math_atan_FUN_0057ee10(float10 param_1)
0x0057ee68;_math_atan_FUN_0057ee68;float10 _math_atan_FUN_0057ee68(float10 floatIn, uint eaxIn, int param_3, int param_4)
0x0057eef0;_math_sqrt_FUN_0057eef0;float10 _math_sqrt_FUN_0057eef0(float10 param_1)
0x0057ef0d;_math_sqrt_FUN_0057ef0d;float10 _math_sqrt_FUN_0057ef0d(int param_1, uint param_2, float10 param_3)
0x0057eff0;_math_tan_1_FUN_0057eff0;void _math_tan_1_FUN_0057eff0(float10 param_1)
0x0057f03f;FUN_0057f03f;uint FUN_0057f03f(undefined4 param_1, uint param_2)
0x0057f048;_math_FUN_0057f048;float10 _math_FUN_0057f048(int param_1, int param_2)
0x0057f120;_math_cos;float10 _math_cos(float10 param_1)
0x0057f16f;FUN_0057f16f;uint FUN_0057f16f(undefined4 param_1, uint param_2)
0x0057f178;FUN_0057f178;float10 FUN_0057f178(int param_1)
0x0057f250;_math_sin;float10 _math_sin(float10 param_1)
0x0057f29f;FUN_0057f29f;undefined FUN_0057f29f(void)
0x0057f2a8;FUN_0057f2a8;float10 FUN_0057f2a8(int param_1, int param_2, int param_3, float10 param_4)
0x0057f339;FUN_0057f339;errno_t FUN_0057f339(tm * param_1, __time64_t * param_2)
0x0057f5fe;_localtime;tm * _localtime(time_t * _Time)
0x0057f622;__time64;__time64_t __time64(__time64_t * _Time)
0x0057f660;_memset;void * _memset(void * _Dst, int _Val, size_t _Size)
0x0057f6da;_sprintf;int _sprintf(char * _Dest, CHAR_CONST * _Format, ...)
0x0057f755;__security_check_cookie;undefined __security_check_cookie(void)
0x0057f764;_LocaleUpdate;void _LocaleUpdate(_LocaleUpdate * this, localeinfo_struct * param_1)
0x0057f7e6;___ascii_stricmp;int ___ascii_stricmp(char * _Str1, char * _Str2)
0x0057f81b;__stricmp_l;int __stricmp_l(char * _Str1, char * _Str2, _locale_t _Locale)
0x0057f8ee;__stricmp;int __stricmp(CHAR_CONST * _Str1, CHAR_CONST * _Str2)
0x0057f93e;FUN_0057f93e;undefined4 FUN_0057f93e(undefined4 param_1)
0x0057f9f7;FUN_0057f9f7;undefined4 FUN_0057f9f7(void)
0x0057fa26;__onexit;_onexit_t __onexit(_onexit_t _Func)
0x0057fa5c;FUN_0057fa5c;void FUN_0057fa5c(void)
0x0057fa62;_atexit;int _atexit(_atexit_t * param_1)
0x0057fa74;_free_base;void _free_base(void * _Memory)
0x0057faca;FUN_0057faca;void FUN_0057faca(void)
0x0057fb02;__tolower_l;int __tolower_l(int _C, _locale_t _Locale)
0x0057fc19;__tolower;int __tolower(int _C)
0x0057fc40;FUN_0057fc40;int FUN_0057fc40(FILE * param_1)
0x0057fcb2;_fclose;int _fclose(FILE * _File)
0x0057fd26;FUN_0057fd26;void FUN_0057fd26(void)
0x0057fd2e;FUN_0057fd2e;uint FUN_0057fd2e(undefined * param_1, size_t param_2, uint param_3, uint param_4, FILE * param_5)
0x0057ff34;_fread_s;size_t _fread_s(void * _DstBuf, size_t _DstSize, size_t _ElementSize, size_t _Count, FILE * _File)
0x0057ffc0;FUN_0057ffc0;void FUN_0057ffc0(void)
0x0057ffca;_fread;void _fread(void * dstBuffer, size_t elSize, size_t count, FILE * file)
0x0057ffe5;_V6_HeapAlloc;undefined4 _V6_HeapAlloc(uint param_1)
0x0058002b;FUN_0058002b;void FUN_0058002b(void)
0x00580034;_malloc;void * _malloc(size_t _Size)
0x005800f7;FUN_005800f7;int FUN_005800f7(FILE * param_1)
0x0058028f;_ftell;long _ftell(FILE * _File)
0x005802f3;FUN_005802f3;void FUN_005802f3(void)
0x005802fd;__fseek_nolock;int __fseek_nolock(FILE * _File, long _Offset, FilePtrMoveMethodInt _Origin)
0x00580384;_fseek;int _fseek(FILE * _File, long _Offset, FilePtrMoveMethod _Origin)
0x005803ff;FUN_005803ff;void FUN_005803ff(void)
0x00580409;__fsopen;FILE * __fsopen(char * _Filename, char * _Mode, int _ShFlag)
0x005804c3;FUN_005804c3;void FUN_005804c3(void)
0x005804cd;_fopen;FILE * _fopen(CHAR_CONST * _Filename, CHAR_CONST * _Mode)
0x005804e0;__vswprintf_l;int __vswprintf_l(wchar_t * _String, size_t _Count, wchar_t * _Format, _locale_t _Plocinfo, va_list _Ap)
0x00580577;__vswprintf;int __vswprintf(wchar_t * _Dest, wchar_t * _Format, va_list _Args)
0x0058058e;FUN_0058058e;uint FUN_0058058e(undefined4 param_1_00, FILE * param_2)
0x00580735;_fgetwc;wint_t _fgetwc(FILE * _File)
0x0058079e;FUN_0058079e;void FUN_0058079e(void)
0x005807a8;FUN_005807a8;undefined4 FUN_005807a8(FILE * param_1, WCHAR * param_2)
0x00580832;FUN_00580832;void FUN_00580832(void)
0x0058083c;FUN_0058083c;uint FUN_0058083c(char * param_1, uint param_2, uint param_3, FILE * param_4)
0x0058099b;_fwrite;size_t _fwrite(void * _Str, size_t _Size, size_t _Count, FILE * _File)
0x00580a13;FUN_00580a13;void FUN_00580a13(void)
0x00580a1d;_wcsncpy;wchar_t * _wcsncpy(wchar_t * _Dest, wchar_t * _Source, size_t _Count)
0x00580a5a;__wcsicmp_l;int __wcsicmp_l(wchar_t * _Str1, wchar_t * _Str2, _locale_t _Locale)
0x00580b69;__wcsicmp;int __wcsicmp(wchar_t * _Str1, wchar_t * _Str2)
0x00580bfa;WCharStringToLong;long WCharStringToLong(wchar_t * wideStr)
0x00580c0b;WCharStringToLong;long WCharStringToLong(wchar_t * wideStr)
0x00580c10;exception;void exception(exception * this)
0x00580c21;exception;exception * exception(exception * this, char * * param_1)
0x00580c6f;exception;exception * exception(exception * this, char * * param_1, int param_2)
0x00580c87;exception;exception * exception(exception * this, exception * param_1)
0x00580cdf;~exception;void ~exception(exception * this)
0x00580cf5;virt_meth_0x580cf5;char * virt_meth_0x580cf5(exception * this)
0x00580d02;bad_cast;bad_cast * bad_cast(bad_cast * this)
0x00580d3e;virt_meth_0x580d3e;exception * virt_meth_0x580d3e(exception * this)
0x00580d5a;`scalar_deleting_destructor';bad_cast * `scalar_deleting_destructor'(void * this)
0x00580d7c;~type_info;void ~type_info(type_info * this)
0x00580d8a;destructor1_virt_meth_0x580d8a;type_info * destructor1_virt_meth_0x580d8a(type_info * this, undefined4 param_1)
0x00580da6;operator==;bool operator==(type_info * this, type_info * param_1)
0x00580dc1;_free;void _free(void * _Memory)
0x00580dc6;_memcpy_s;errno_t _memcpy_s(void * _Dst, rsize_t _DstSize, void * _Src, rsize_t _MaxCount)
0x00580e41;_memmove_s;errno_t _memmove_s(void * _Dst, rsize_t _DstSize, void * _Src, rsize_t _MaxCount)
0x00580e9c;_free_cpp;void _free_cpp(void * _Memory)
0x00580ea1;FUN_00580ea1;undefined4 FUN_00580ea1(uint param_1)
0x00580f38;_ucrt_close;int _ucrt_close(int fileDescriptor)
0x00580ffb;FUN_00580ffb;void FUN_00580ffb(void)
0x00581005;FUN_00581005;int FUN_00581005(int fileDescriptor, void * destination, size_t size)
0x005815c6;_ucrt_read;int _ucrt_read(int fileDescriptor, void * destination, size_t size)
0x005816b9;FUN_005816b9;void FUN_005816b9(void)
0x005816c3;_ucrt_open;int _ucrt_open(char * _Filename, OpenFlag _OpenFlag, int _PMode)
0x005816ee;SetRNGSeed;void SetRNGSeed(ulong param_1)
0x005816fb;_rand;int _rand(void)
0x0058171d;__freea;void __freea(void * _Memory)
0x00581738;_strlwr_s_l_stat;int _strlwr_s_l_stat(char * param_1, uint param_2, localeinfo_struct * param_3)
0x005818b9;__strlwr_s_l;errno_t __strlwr_s_l(char * _Str, size_t _Size, _locale_t _Locale)
0x005818eb;__strlwr;char * __strlwr(char * string)
0x0058194d;FUN_0058194d;void FUN_0058194d(uint param_1, WCHAR * param_2, WCHAR * param_3)
0x00581f6f;_ucrt_write;undefined4 _ucrt_write(int fileDescriptor, void * src, uint size)
0x00582041;FUN_00582041;void FUN_00582041(void)
0x00582050;_memcpy;void * _memcpy(void * _Dst, void * _Src, size_t _Size)
0x005823b5;__toupper_l;int __toupper_l(int _C, _locale_t _Locale)
0x005824cd;__toupper;int __toupper(int _C)
0x005824f4;FUN_005824f4;void FUN_005824f4(undefined4 param_1)
0x005824fe;__invoke_watson;void __invoke_watson(wchar_t * param_1, wchar_t * param_2, wchar_t * param_3, uint param_4, uintptr_t param_5)
0x005825fa;FUN_005825fa;void FUN_005825fa(wchar_t * param_1, wchar_t * param_2, wchar_t * param_3, uint param_4, uintptr_t param_5)
0x0058261e;FUN_0058261e;void FUN_0058261e(void)
